0,0.071915268
1,0.068614241
2,0.070110430
3,0.071102753
4,0.072221656
5,0.077146151
6,0.075959100
7,0.078694270
8,0.076551756
9,0.075152325
10,0.076920513
11,0.076211298
12,0.074708108
13,0.076454956
14,0.076462446
15,0.076709804
16,0.075730662
17,0.077188661
18,0.076220018
19,0.077214831
20,0.076269638
21,0.077057622
22,0.078920379
23,0.077003682
24,0.077009873
25,0.079265426
26,0.078169005
27,0.077400660
28,0.078855519
29,0.077762767
30,0.078358113
31,0.076366077
32,0.078209904
33,0.078249984
34,0.079057238
35,0.077853357
36,0.078712430
37,0.079815263
38,0.078935979
39,0.079294947
40,0.078887080
41,0.078856559
42,0.081176894
43,0.076797984
44,0.077029792
45,0.078596212
46,0.077539769
47,0.078492913
48,0.078193445
49,0.079108508
50,0.078895120
51,0.078726590
52,0.077539359
53,0.078404743
54,0.078412282
55,0.078307014
56,0.078476602
57,0.079604185
58,0.078796470
59,0.076721394
60,0.078502403
61,0.077446510
62,0.077033892
63,0.075677122
64,0.077734508
65,0.077538489
66,0.077268001
67,0.076425027
68,0.077630889
69,0.078760550
70,0.078973339
71,0.078041926
72,0.077058112
73,0.077446040
74,0.077706798
75,0.078386633
76,0.077878206
77,0.078096096
78,0.078583812
79,0.078914069
80,0.077748288
81,0.077892807
82,0.077762288
83,0.077540479
84,0.077550669
85,0.075820501
86,0.078676541
87,0.077941906
88,0.077474000
89,0.077246701
90,0.079175378
91,0.079320867
92,0.079389157
93,0.077891246
94,0.080691157
95,0.079292527
96,0.080166051
97,0.079768224
98,0.077417650
99,0.078913910
100,0.078342293
101,0.078243104
102,0.077998826
103,0.079136259
104,0.077617909
105,0.080428639
106,0.079738733
107,0.078749551
108,0.078035336
109,0.079302447
110,0.079396417
111,0.079273716
112,0.078997389
113,0.079432996
114,0.079634764
115,0.080146711
116,0.079182848
117,0.079179277
118,0.079116238
119,0.077756977
120,0.079733914
121,0.080161581
122,0.079418086
123,0.079966313
124,0.079555916
125,0.078098086
126,0.078314645
