0,0.016524453
1,0.015405782
2,0.015522005
3,0.015740554
4,0.016018079
5,0.016313621
6,0.016980697
7,0.016543705
8,0.017129623
9,0.017406175
10,0.016971614
11,0.017268573
12,0.017568594
13,0.018386091
14,0.018493803
15,0.018780297
16,0.019004280
17,0.019085469
18,0.019322126
19,0.019413648
20,0.019336685
21,0.019371543
22,0.019266597
23,0.019325718
24,0.019411885
25,0.019285820
26,0.019298993
27,0.019485736
28,0.020697260
29,0.020429280
30,0.019403659
31,0.019440222
32,0.019510160
33,0.019564495
34,0.019462551
35,0.019446915
36,0.019498091
37,0.019556756
38,0.020219395
39,0.019420741
40,0.019469991
41,0.019311048
42,0.019378034
43,0.019413710
44,0.019507060
45,0.019726821
46,0.020340517
47,0.020003981
48,0.019592460
49,0.019515837
50,0.019539869
51,0.019493569
52,0.019681720
53,0.019685357
54,0.022070694
55,0.019743398
56,0.019905674
57,0.019674324
58,0.019715483
59,0.019792449
60,0.019872304
61,0.020061449
62,0.019902565
63,0.020345991
64,0.019969574
65,0.019995732
66,0.020412785
67,0.020083768
68,0.020176961
69,0.020059767
70,0.019969580
71,0.020622425
72,0.020102531
73,0.020421980
74,0.020023766
75,0.019973253
76,0.020085392
77,0.020040929
78,0.020128839
79,0.019973500
80,0.020164654
81,0.020310978
82,0.020127969
83,0.020156928
84,0.020114199
85,0.020126293
86,0.020170928
87,0.020327249
88,0.020421735
89,0.020251445
90,0.020194508
91,0.020288097
92,0.020182428
93,0.020129245
94,0.020322854
95,0.020231876
96,0.020256506
97,0.020248678
98,0.020235267
99,0.020262636
100,0.020297340
101,0.020267384
102,0.020374974
103,0.020101228
104,0.020127607
105,0.020117060
106,0.020189806
107,0.020189304
108,0.020353892
109,0.020338662
110,0.020276399
111,0.020259222
112,0.020325611
113,0.020265512
114,0.021086963
115,0.020345083
116,0.020268327
117,0.020332236
118,0.020312088
119,0.020270447
120,0.020474843
121,0.020360682
122,0.021081000
123,0.020370005
124,0.020277424
125,0.020372736
126,0.020352458
